,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),No of Floors,Waterfront View,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Purchase Year,Year Since Renovation
17458,0,4,2.75,1900.0,1.0,0,1,7,1300.0,600,57,2230.0,6000,2017,0
17459,1,5,4.0,4510.0,2.0,0,1,10,4510.0,0,49,3510.0,13500,2017,15
17460,0,3,1.0,1090.0,1.5,0,4,5,1090.0,0,106,1170.0,6708,2017,0
17461,1,3,1.75,1720.0,1.0,0,1,7,1420.0,300,59,1380.0,8000,2017,0
17462,0,2,3.25,1400.0,3.0,0,1,8,1400.0,0,18,1400.0,1335,2017,0
17463,0,4,2.5,2090.0,1.0,0,4,7,1320.0,770,53,1850.0,7200,2017,0
17464,0,3,1.75,1580.0,1.0,0,1,8,1580.0,0,52,2100.0,8446,2017,0
17465,1,4,2.5,2620.0,2.0,0,3,8,2620.0,0,34,2500.0,13285,2017,0
17466,0,3,2.0,1500.0,1.0,0,1,7,870.0,630,15,1500.0,4662,2017,0
17467,0,4,2.5,2030.0,2.0,0,1,8,2030.0,0,17,2260.0,5232,2017,0
17468,0,3,1.0,1020.0,1.0,0,1,6,1020.0,0,69,1180.0,9660,2016,0
17469,0,3,2.5,1540.0,1.0,0,1,7,770.0,770,80,1000.0,6638,2016,3
17470,1,5,3.0,3910.0,1.0,0,3,9,2890.0,1020,58,3620.0,16200,2017,0
17471,1,5,4.25,3920.0,2.0,0,1,7,3920.0,0,63,1400.0,9750,2016,11
17472,1,4,2.5,3180.0,2.0,0,3,9,3180.0,0,32,2670.0,10355,2016,0
17473,1,3,2.5,2330.0,2.0,0,1,9,2330.0,0,21,2460.0,9160,2016,0
17474,1,3,2.5,2600.0,1.5,1,1,8,2150.0,450,106,1700.0,14700,2016,0
17475,1,4,1.75,1950.0,1.0,0,4,7,1040.0,910,67,1450.0,5000,2017,0
17476,0,5,1.75,3250.0,1.0,0,1,8,1650.0,1600,53,2620.0,11328,2016,0
17477,0,4,1.0,1130.0,1.5,0,3,6,1130.0,0,74,1130.0,8652,2016,0
17478,1,3,2.5,2620.0,2.0,0,1,7,2620.0,0,16,2400.0,4756,2017,0
17479,0,2,1.0,1120.0,1.0,0,3,5,1120.0,0,86,2150.0,101930,2016,0
17480,0,3,1.75,1800.0,1.0,0,1,7,1800.0,0,50,1410.0,18163,2017,0
17481,0,4,1.75,2180.0,1.0,0,1,8,2000.0,180,52,2590.0,10445,2016,0
17482,0,3,1.75,1960.0,1.0,0,1,7,980.0,980,70,1070.0,7480,2017,0
17483,0,3,1.75,1960.0,1.0,0,1,7,980.0,980,70,1070.0,7480,2016,0
17484,0,2,1.0,1150.0,1.0,0,1,6,1150.0,0,108,1160.0,4000,2017,0
17485,0,4,2.5,2800.0,2.0,0,3,7,2800.0,0,21,2060.0,6820,2017,0
17486,0,3,2.0,1310.0,1.0,0,1,7,780.0,530,32,1460.0,5100,2017,0
17487,1,3,1.75,2340.0,1.0,0,1,8,2340.0,0,30,3260.0,137649,2016,0
17488,0,3,2.5,1430.0,1.0,0,1,7,1430.0,0,58,1470.0,10350,2017,0
17489,0,4,2.5,2340.0,1.0,0,1,8,1610.0,730,37,2070.0,8241,2017,0
17490,0,3,1.0,1290.0,1.0,0,1,7,1290.0,0,62,1410.0,11196,2017,0
17491,0,2,1.0,760.0,1.0,0,1,6,760.0,0,77,1590.0,6380,2017,0
17492,0,6,2.0,2780.0,2.5,0,3,7,2780.0,0,63,2120.0,13950,2016,52
17493,1,3,2.0,2090.0,1.5,0,3,8,1530.0,560,87,2010.0,4132,2017,0
17494,1,4,3.0,3060.0,1.0,0,3,8,2460.0,600,61,2740.0,16181,2017,0
17495,0,3,1.0,1110.0,1.0,0,1,7,1110.0,0,56,1200.0,8094,2017,0
17496,0,3,2.0,1790.0,1.5,0,1,7,1790.0,0,20,1790.0,7879,2017,0
17497,0,3,1.5,1830.0,1.0,0,4,7,1830.0,0,56,1830.0,8168,2017,0
17498,1,4,3.5,2850.0,2.0,0,1,8,1970.0,880,113,1460.0,3880,2016,20
17499,0,3,1.0,1420.0,1.0,0,1,6,1420.0,0,77,1480.0,6000,2016,0
17500,0,2,1.0,790.0,1.0,0,1,5,790.0,0,88,1260.0,11470,2016,0
17501,0,3,2.5,2300.0,2.0,0,1,8,2300.0,0,20,2010.0,4307,2016,0
17502,0,3,2.5,2440.0,1.0,0,3,9,2440.0,0,22,3170.0,84000,2017,0
17503,0,3,2.0,1310.0,1.0,0,1,7,870.0,440,23,1690.0,6580,2016,0
17504,0,3,1.0,1380.0,1.0,0,1,7,1380.0,0,55,1890.0,22001,2016,0
17505,1,4,2.5,2790.0,2.0,0,1,9,2790.0,0,31,2650.0,10126,2017,0
17506,0,3,2.5,1360.0,2.0,0,1,8,1360.0,0,30,1540.0,7353,2016,0
17507,1,4,2.5,2510.0,2.0,0,1,9,2510.0,0,20,2760.0,6060,2017,0
17508,1,3,3.0,4560.0,2.0,0,1,10,4040.0,520,17,2620.0,11561,2017,0
17509,0,2,1.0,780.0,1.0,0,1,6,780.0,0,100,1500.0,5060,2017,0
17510,0,3,2.0,1410.0,1.0,0,3,7,1410.0,0,78,1780.0,8278,2017,0
17511,1,4,2.0,2530.0,1.5,0,3,8,1910.0,620,108,1310.0,5750,2017,0
17512,0,3,2.0,1270.0,1.0,0,4,7,1270.0,0,46,1550.0,5734,2017,0
17513,1,4,4.5,3180.0,2.0,0,3,9,1990.0,1190,89,2110.0,5323,2017,0
17514,1,2,1.75,1450.0,1.5,0,3,7,1350.0,100,115,1310.0,4000,2016,0
17515,1,4,1.75,2040.0,1.0,0,4,7,1160.0,880,59,2040.0,53578,2016,0
17516,1,4,2.5,2650.0,2.0,0,3,9,2650.0,0,34,2880.0,14054,2017,0
17517,0,3,1.75,1240.0,1.0,0,3,7,1240.0,0,45,1700.0,8037,2017,0
17518,0,2,1.0,820.0,1.0,0,1,6,820.0,0,61,1960.0,9140,2016,0
17519,1,2,1.0,1890.0,1.5,0,3,7,1890.0,0,109,1670.0,5100,2017,0
17520,1,3,2.0,1270.0,2.0,0,4,7,1270.0,0,107,1440.0,3090,2017,0
17521,1,4,2.5,3350.0,1.0,0,1,10,1760.0,1590,23,4240.0,10804,2016,0
17522,1,2,1.0,1550.0,1.5,0,1,8,1550.0,0,91,1800.0,3937,2017,0
17523,0,3,1.0,920.0,1.0,0,3,7,920.0,0,56,1188.0,9812,2017,0
17524,0,2,1.0,950.0,1.0,0,1,6,950.0,0,77,1420.0,5400,2016,0
17525,0,4,1.75,2040.0,1.0,0,3,7,1020.0,1020,101,1790.0,4206,2017,0
17526,1,4,1.75,1870.0,2.0,0,3,7,1200.0,670,81,1790.0,5000,2017,0
17527,0,3,1.75,1720.0,1.0,0,3,8,900.0,820,75,1600.0,6000,2017,0
17528,0,2,1.0,1020.0,1.0,0,4,6,1020.0,0,103,980.0,8250,2016,42
17529,0,4,2.5,2690.0,2.0,0,1,9,2690.0,0,20,2520.0,6168,2017,0
17530,1,4,2.0,3090.0,1.0,0,1,7,3090.0,0,28,3300.0,34280,2017,0
17531,0,3,1.5,1070.0,1.0,0,3,6,1070.0,0,78,1020.0,4800,2017,0
17532,0,4,2.25,2050.0,2.0,0,1,8,2050.0,0,24,1970.0,7350,2016,0
17533,0,3,1.5,1660.0,2.0,0,1,7,1660.0,0,37,1660.0,14400,2017,0
17534,0,5,1.75,2810.0,1.0,0,3,7,1520.0,1290,53,1770.0,9360,2017,0
17535,0,4,2.25,2460.0,1.0,0,3,8,1720.0,740,41,2460.0,14600,2017,0
17536,0,3,1.75,1230.0,1.0,0,1,6,1230.0,0,48,1550.0,12000,2017,0
17537,0,4,2.5,2360.0,2.0,0,1,8,2360.0,0,15,2360.0,4868,2017,0
17538,0,4,1.75,1730.0,1.0,0,2,7,980.0,750,63,2100.0,12325,2017,0
17539,1,4,2.5,2770.0,2.0,0,1,9,2770.0,0,27,2500.0,21656,2017,0
17540,0,4,2.0,1770.0,2.0,0,1,7,1630.0,140,94,1640.0,4000,2016,41
17541,1,5,2.75,3030.0,2.0,0,3,8,3030.0,0,38,2500.0,13225,2017,0
17542,0,3,1.75,2380.0,1.5,0,1,7,1320.0,1060,83,1290.0,6000,2017,0
17543,0,3,1.75,1780.0,1.0,0,3,6,1780.0,0,39,1440.0,25000,2017,0
17544,0,4,1.5,1540.0,2.0,0,1,7,1540.0,0,51,1550.0,7396,2017,0
17545,0,3,2.25,1580.0,2.0,0,3,8,1580.0,0,24,1770.0,4187,2017,0
17546,0,4,2.5,3200.0,2.0,0,1,8,3200.0,0,15,3010.0,5772,2017,0
17547,0,4,2.5,2220.0,2.0,0,1,7,2220.0,0,16,2220.0,5303,2017,0
17548,0,4,2.75,2240.0,2.0,0,4,7,1380.0,860,72,1550.0,8163,2016,0
17549,0,2,1.75,1640.0,1.0,0,3,7,1040.0,600,70,1460.0,5200,2017,0
17550,0,3,1.5,1170.0,1.0,0,3,7,1170.0,0,58,1570.0,7700,2017,0
17551,1,4,2.25,3160.0,1.0,0,3,10,3160.0,0,37,3530.0,38045,2017,0
17552,1,3,2.5,2100.0,2.0,0,1,8,2100.0,0,32,2100.0,8187,2017,0
17553,1,4,2.5,2600.0,2.0,0,1,9,2600.0,0,22,2950.0,11553,2017,0
17554,0,3,1.75,1630.0,1.5,0,3,7,1630.0,0,33,1540.0,7500,2017,0
17555,1,3,2.0,2850.0,1.0,0,1,8,2340.0,510,14,2860.0,18240,2017,0
17556,0,4,3.0,2560.0,2.0,0,1,9,2560.0,0,14,2667.0,7334,2017,0
17557,0,2,1.5,980.0,2.0,0,1,7,840.0,140,17,1100.0,1228,2017,0
17558,1,3,3.25,5480.0,2.0,1,1,10,5480.0,0,27,2500.0,22954,2016,0
17559,0,3,2.0,2160.0,1.5,0,1,8,2160.0,0,18,2190.0,8297,2017,0
17560,1,3,3.0,3030.0,1.5,0,3,9,2080.0,950,89,1910.0,5720,2017,0
17561,1,4,3.5,3560.0,2.0,0,1,10,2590.0,970,12,3290.0,6978,2017,0
17562,0,2,1.0,760.0,1.0,0,1,6,760.0,0,75,1050.0,8580,2016,0
17563,1,3,3.0,2260.0,2.0,0,1,7,2260.0,0,109,1320.0,2790,2017,45
17564,1,2,1.75,1560.0,1.0,0,4,7,880.0,680,72,2060.0,4940,2016,0
17565,0,5,3.0,2270.0,1.0,0,1,7,1340.0,930,23,1870.0,6187,2017,0
17566,1,5,3.0,3480.0,2.0,0,3,8,3480.0,0,54,3030.0,14257,2017,0
17567,0,3,2.25,1900.0,2.0,0,3,7,1900.0,0,26,1520.0,6559,2017,0
17568,0,4,3.0,2350.0,1.0,0,1,9,1650.0,700,29,2440.0,9100,2016,0
17569,1,3,2.5,2390.0,1.0,0,1,9,1700.0,690,66,2700.0,5500,2017,0
17570,1,4,2.5,3730.0,2.0,0,1,10,3730.0,0,21,3490.0,10219,2017,0
17571,0,2,1.0,1780.0,1.0,0,3,9,1780.0,0,64,1780.0,26723,2017,0
17572,0,4,2.5,1630.0,2.0,0,1,7,1630.0,0,15,1830.0,5082,2017,0
17573,0,2,1.0,1130.0,1.5,0,1,6,1130.0,0,73,1150.0,6908,2016,0
17574,1,3,1.75,2140.0,1.0,0,1,7,1070.0,1070,66,1620.0,4000,2017,0
17575,1,4,2.5,3220.0,2.0,0,1,10,3220.0,0,24,2610.0,8023,2016,0
17576,0,1,1.0,800.0,1.5,0,4,5,800.0,0,68,1790.0,216057,2017,0
17577,0,3,2.5,1800.0,2.0,0,1,7,1690.0,110,14,1570.0,4097,2016,0
17578,0,2,2.5,809.0,2.0,0,1,7,809.0,0,15,1260.0,4240,2017,0
17579,0,3,2.25,1820.0,1.0,0,1,7,1240.0,580,41,1820.0,9694,2016,0
17580,0,2,1.0,580.0,1.0,0,1,5,580.0,0,75,1700.0,11250,2017,0
17581,0,2,1.0,580.0,1.0,0,1,5,580.0,0,75,1700.0,11250,2016,0
17582,1,3,2.0,2900.0,1.0,0,1,8,1520.0,1380,59,1810.0,6250,2016,0
17583,0,2,1.0,1140.0,1.0,0,3,6,1140.0,0,50,1730.0,43560,2017,0
17584,0,2,1.0,1060.0,1.0,0,3,6,1060.0,0,101,1460.0,7200,2016,0
17585,1,4,3.0,2320.0,1.0,0,1,7,1260.0,1060,75,1760.0,7200,2016,16
17586,1,4,2.5,3450.0,2.0,0,1,9,3450.0,0,18,3030.0,50481,2016,0
17587,0,2,1.0,1760.0,1.0,0,1,8,1310.0,450,68,1350.0,5748,2017,0
17588,1,4,3.75,3370.0,2.0,0,1,9,3370.0,0,13,3530.0,6766,2017,0
17589,0,4,1.0,1940.0,1.5,0,1,7,1940.0,0,71,2170.0,6075,2017,0
17590,0,4,2.0,2520.0,1.0,0,1,7,1600.0,920,63,2040.0,7937,2016,0
17591,0,3,1.0,1360.0,1.0,0,1,7,1360.0,0,62,1490.0,7355,2017,0
17592,0,2,1.0,800.0,1.0,0,1,6,800.0,0,58,1020.0,5040,2017,0
17593,1,4,2.5,3010.0,2.0,0,1,10,3010.0,0,26,2840.0,8413,2016,0
17594,1,3,1.75,2340.0,2.0,0,1,9,2340.0,0,30,2830.0,5500,2016,0
17595,0,3,2.0,1780.0,1.0,0,1,8,1780.0,0,26,2470.0,8542,2017,0
17596,1,4,3.25,4200.0,2.0,0,3,10,4200.0,0,25,2370.0,184694,2016,0
17597,1,2,1.75,1720.0,1.0,0,4,7,860.0,860,93,1360.0,4500,2016,0
17598,0,2,1.0,830.0,1.0,0,1,6,830.0,0,98,1092.0,5350,2017,0
17599,0,3,1.0,1090.0,1.0,0,1,6,890.0,200,64,1460.0,7080,2016,0
17600,1,5,4.25,5040.0,2.0,0,1,10,5040.0,0,14,4300.0,9417,2016,0
17601,1,5,2.75,3500.0,2.0,0,1,9,2950.0,550,91,1450.0,5040,2017,10
17602,0,3,1.0,1080.0,1.0,0,2,5,1080.0,0,68,1070.0,6250,2017,0
17603,0,3,1.0,1080.0,1.0,0,2,5,1080.0,0,68,1070.0,6250,2017,0
17604,0,3,1.0,1080.0,1.0,0,2,5,1080.0,0,68,1070.0,6250,2016,0
17605,0,3,1.0,870.0,1.0,0,4,6,870.0,0,49,870.0,5200,2017,0
17606,1,4,2.5,2830.0,2.0,0,1,9,2830.0,0,18,2730.0,6202,2017,0
17607,0,4,2.0,1880.0,2.0,0,1,8,1880.0,0,40,1750.0,14858,2017,0
17608,1,4,2.75,3600.0,2.0,0,1,9,2610.0,990,14,1590.0,5040,2016,0
17609,1,4,2.5,2340.0,2.0,0,1,7,2340.0,0,97,1310.0,5600,2017,4
17610,0,3,2.0,2040.0,1.0,0,1,6,810.0,1230,108,1460.0,10582,2017,0
17611,0,3,1.75,1310.0,1.0,0,1,7,1310.0,0,25,1790.0,13500,2017,0
17612,1,3,2.0,1470.0,1.0,0,1,8,1090.0,380,68,1880.0,7799,2016,20
17613,0,3,1.75,1370.0,1.0,0,3,7,1370.0,0,35,1490.0,9600,2017,0
17614,0,3,1.0,1080.0,1.5,0,1,6,990.0,90,76,1170.0,7800,2016,0
17615,0,3,2.5,1990.0,2.0,0,1,7,1990.0,0,28,1900.0,7152,2016,0
17616,0,3,1.0,1310.0,1.0,0,3,7,1310.0,0,60,1280.0,7300,2017,0
17617,0,3,1.75,1640.0,1.0,0,1,7,1130.0,510,30,1680.0,10259,2017,0
17618,0,3,2.25,1770.0,1.0,0,3,7,1350.0,420,42,1850.0,7875,2017,0
17619,0,3,2.5,2050.0,2.0,0,1,8,2050.0,0,13,2320.0,4065,2017,0
17620,0,3,1.0,1170.0,2.0,0,1,5,1170.0,0,32,1810.0,42173,2016,0
17621,0,2,1.0,1340.0,1.0,0,3,7,1340.0,0,67,1450.0,7026,2017,0
17622,1,3,1.5,2240.0,1.0,0,4,7,1120.0,1120,63,1740.0,7110,2017,0
17623,0,2,1.0,880.0,1.0,0,3,5,880.0,0,67,1217.0,13000,2016,0
17624,0,3,2.5,2170.0,2.0,0,1,8,2170.0,0,14,2300.0,4935,2017,0
17625,1,2,1.5,1260.0,1.5,0,3,7,1260.0,0,92,2140.0,4770,2017,0
17626,1,3,1.75,1880.0,1.0,0,1,7,1380.0,500,51,3550.0,10883,2017,0
17627,0,3,2.5,1620.0,1.0,0,4,7,1620.0,0,63,1450.0,8121,2017,0
17628,0,3,2.5,1610.0,2.0,0,1,7,1610.0,0,22,1820.0,10017,2016,0
17629,1,4,2.75,3330.0,2.0,0,3,10,3330.0,0,23,2390.0,9143,2017,0
17630,1,4,2.0,1370.0,2.0,0,1,9,1370.0,0,67,2010.0,5720,2017,23
17631,0,2,1.0,690.0,1.0,0,1,6,690.0,0,69,840.0,3030,2016,0
17632,1,4,2.5,3170.0,2.0,0,3,7,2570.0,600,93,2060.0,5000,2017,0
17633,1,2,2.0,1990.0,1.0,0,3,7,1010.0,980,77,1470.0,5150,2016,0
17634,0,4,1.0,1080.0,1.5,0,3,6,1080.0,0,94,1200.0,5060,2017,0
17635,0,4,1.0,1870.0,1.5,0,1,6,1090.0,780,90,1650.0,6045,2016,0
17636,0,3,1.75,1670.0,1.0,0,1,7,1370.0,300,60,1800.0,12123,2016,0
17637,0,4,2.5,2800.0,2.0,0,1,9,2800.0,0,17,2530.0,4694,2017,0
17638,1,5,2.75,3460.0,2.0,0,1,9,3460.0,0,7,3390.0,6630,2017,0
17639,0,3,2.0,1930.0,1.0,0,1,7,1930.0,0,49,1400.0,12183,2017,0
17640,1,4,3.0,2370.0,2.0,0,1,9,1750.0,620,49,1690.0,4698,2017,9
17641,0,3,1.0,1180.0,1.0,0,1,7,1180.0,0,68,1680.0,6000,2017,0
17642,1,2,1.0,1320.0,1.5,0,3,7,1320.0,0,90,1360.0,2873,2016,0
17643,1,3,1.75,1350.0,1.5,0,3,7,1350.0,0,93,1880.0,4000,2016,0
17644,0,2,1.5,1068.0,2.0,0,1,7,1068.0,0,28,1078.0,1357,2016,0
17645,0,3,1.0,1580.0,1.0,0,3,7,1040.0,540,40,1480.0,9200,2017,0
17646,1,4,1.0,1690.0,1.5,0,1,7,1690.0,0,111,1970.0,4800,2016,0
17647,1,3,4.0,5120.0,3.0,0,1,10,4490.0,630,10,2510.0,5918,2016,0
17648,1,4,2.5,3960.0,2.0,0,1,10,3960.0,0,18,3290.0,43560,2017,0
17649,1,4,3.25,2420.0,1.5,0,4,9,1870.0,550,107,1810.0,4000,2017,0
17650,0,3,2.5,1910.0,2.0,0,1,8,1910.0,0,30,1940.0,4647,2017,0
17651,0,3,2.25,1440.0,1.0,0,1,8,1130.0,310,35,1510.0,8125,2017,0
17652,0,5,3.0,2320.0,1.0,0,1,7,1510.0,810,55,1200.0,4800,2016,0
17653,1,3,2.0,1670.0,1.5,0,1,8,1670.0,0,87,1480.0,4890,2017,0
17654,0,3,1.75,1390.0,1.0,0,3,7,1390.0,0,52,1060.0,8686,2016,0
17655,1,3,2.5,2620.0,2.0,0,1,9,2620.0,0,26,2850.0,8809,2017,0
17656,1,3,2.5,3040.0,2.0,0,1,9,3040.0,0,14,3040.0,7880,2017,0
17657,1,3,2.5,2990.0,1.0,1,1,9,1560.0,1430,42,2870.0,11476,2017,26
17658,0,3,2.25,1740.0,1.0,0,1,7,1210.0,530,20,1740.0,7500,2017,0
17659,0,2,1.0,2360.0,1.0,0,2,6,1180.0,1180,71,2640.0,386812,2016,0
17660,1,3,2.75,2240.0,2.5,0,1,7,1650.0,590,117,1716.0,3120,2017,0
17661,0,4,2.0,1610.0,1.0,0,3,7,1610.0,0,39,1610.0,7500,2017,0
17662,0,2,1.0,700.0,1.0,0,1,6,700.0,0,73,1160.0,6700,2016,0
17663,1,5,3.0,2730.0,1.0,0,1,8,1670.0,1060,4,1150.0,9519,2017,0
17664,0,3,2.75,1780.0,1.0,0,1,7,1080.0,700,38,1792.0,10155,2016,0
17665,1,3,2.5,3070.0,2.0,0,1,9,3070.0,0,15,3640.0,223463,2016,0
17666,1,3,3.0,2060.0,2.0,0,1,8,2060.0,0,111,1760.0,2669,2016,32
17667,1,3,2.25,1360.0,1.5,0,4,7,1360.0,0,84,1900.0,5111,2017,0
17668,0,3,2.0,1430.0,1.0,0,1,7,1430.0,0,65,1530.0,11475,2017,0
17669,0,3,2.25,1840.0,2.0,0,1,7,1840.0,0,15,1670.0,2462,2017,0
17670,1,4,2.25,2000.0,2.0,0,4,8,2000.0,0,42,2080.0,7837,2016,0
17671,0,3,2.5,1820.0,2.0,0,1,8,1820.0,0,30,1860.0,7767,2017,0
17672,1,3,1.75,2330.0,2.0,0,1,9,2330.0,0,54,2330.0,16300,2016,0
17673,0,2,2.0,1070.0,1.0,0,3,7,1070.0,0,38,1430.0,8190,2017,0
17674,0,2,1.0,930.0,1.0,0,3,7,930.0,0,109,1740.0,4300,2017,0
17675,0,2,2.0,1040.0,1.0,0,3,6,1040.0,0,97,2300.0,5796,2016,0
17676,0,4,2.25,1960.0,2.0,0,1,8,1960.0,0,34,1960.0,12436,2017,0
17677,1,3,3.25,2970.0,2.0,0,1,9,2040.0,930,27,2970.0,220413,2016,0
17678,1,3,1.5,2200.0,1.5,0,1,9,2200.0,0,86,2860.0,5000,2017,0
17679,1,6,4.5,3810.0,1.0,0,4,10,3810.0,0,49,3810.0,26400,2017,0
17680,0,2,1.5,830.0,2.0,0,1,8,830.0,0,9,1130.0,2534,2016,0
17681,1,4,3.5,3920.0,2.0,0,1,10,3920.0,0,19,3740.0,10880,2016,0
17682,1,3,2.0,2870.0,1.0,0,3,9,1350.0,1520,38,2870.0,102366,2017,0
17683,1,3,2.0,2560.0,1.0,0,1,8,1330.0,1230,31,2390.0,13848,2017,0
17684,0,3,1.5,1350.0,1.0,0,4,6,1350.0,0,77,1350.0,7620,2017,0
17685,0,4,2.25,1240.0,1.0,0,1,8,910.0,330,44,1760.0,8200,2016,0
17686,1,4,2.75,3210.0,1.0,0,3,7,1810.0,1400,42,2450.0,7360,2016,0
17687,0,3,2.5,1690.0,2.0,0,1,7,1690.0,0,15,1650.0,3446,2016,0
17688,1,4,2.5,2550.0,2.0,0,1,9,2550.0,0,26,2750.0,8100,2016,0
17689,1,5,1.75,3240.0,2.0,0,3,7,2690.0,550,55,2650.0,28250,2016,0
17690,1,4,2.5,3560.0,2.0,0,1,10,3560.0,0,17,1660.0,7680,2016,0
17691,0,3,2.5,2160.0,1.0,0,1,7,2160.0,0,11,2290.0,125017,2017,0
17692,1,4,2.5,3060.0,2.0,0,1,9,3060.0,0,12,2870.0,5548,2017,0
17693,0,3,2.5,1690.0,2.0,0,3,7,1690.0,0,26,1690.0,7532,2016,0
17694,0,3,2.25,1520.0,2.0,0,3,7,1520.0,0,26,1410.0,6751,2017,0
17695,0,4,2.5,2040.0,2.0,0,1,7,2040.0,0,24,1570.0,6753,2017,0
17696,1,3,2.0,2360.0,1.0,0,3,8,2180.0,180,67,2600.0,17300,2016,0
17697,0,4,1.75,1360.0,1.5,0,3,7,1360.0,0,90,1320.0,4840,2017,0
17698,0,3,2.5,2000.0,2.0,0,3,7,2000.0,0,26,1750.0,7827,2017,0
17699,0,3,2.5,1650.0,2.0,0,1,8,1650.0,0,17,1800.0,5637,2016,0
17700,0,3,3.0,2500.0,2.0,0,1,8,2500.0,0,21,2290.0,7855,2017,0
17701,0,3,1.5,1140.0,1.0,0,1,7,1140.0,0,42,1380.0,7500,2017,0
17702,1,3,1.5,2140.0,1.5,0,1,9,2140.0,0,40,1060.0,6016,2016,0
17703,1,3,2.75,2870.0,2.0,0,1,8,2870.0,0,34,2570.0,7925,2017,0
17704,0,2,1.0,830.0,1.0,0,4,6,830.0,0,68,1180.0,8184,2017,0
17705,1,3,2.25,1960.0,2.0,0,1,8,1960.0,0,34,2080.0,9753,2016,0
17706,0,4,1.5,1130.0,1.0,0,1,6,1130.0,0,50,1140.0,5200,2016,0
17707,1,5,2.75,3630.0,2.0,0,1,10,3630.0,0,18,3620.0,41965,2017,0
17708,0,4,2.0,1764.0,1.0,0,4,7,1764.0,0,76,1490.0,22387,2016,0
17709,1,3,2.75,2770.0,1.0,0,3,8,1650.0,1120,59,2340.0,5800,2016,0
17710,0,3,2.5,2650.0,2.0,0,1,9,2650.0,0,16,2920.0,8965,2016,0
17711,1,3,2.75,2500.0,2.0,0,4,9,2370.0,130,39,2090.0,5454,2017,0
17712,0,3,1.0,2710.0,2.0,0,3,7,2710.0,0,68,2150.0,19000,2017,0
17713,1,3,2.25,2490.0,2.0,0,3,8,2490.0,0,43,2690.0,10000,2017,0
17714,0,3,1.75,1500.0,1.0,0,1,7,1500.0,0,39,1500.0,7560,2016,0
17715,1,3,2.0,1160.0,1.0,0,4,5,580.0,580,87,2961.0,16320,2017,0
17716,1,4,1.5,1880.0,1.0,0,4,8,1440.0,440,64,2070.0,6500,2017,0
17717,0,3,2.5,1340.0,2.0,0,1,7,1340.0,0,16,990.0,4520,2016,0
17718,0,3,2.5,1960.0,2.0,0,1,8,1960.0,0,19,1690.0,3593,2016,0
17719,1,3,2.25,2030.0,1.0,0,3,8,1500.0,530,34,2030.0,11031,2017,0
17720,1,5,3.0,2200.0,1.0,0,1,7,1440.0,760,31,1960.0,5800,2017,0
17721,1,3,2.0,2540.0,1.5,0,4,9,1840.0,700,88,2190.0,4750,2017,0
17722,0,3,2.0,1520.0,1.0,0,1,8,1520.0,0,25,1890.0,7379,2017,0
17723,1,3,2.25,2360.0,2.0,0,3,8,2080.0,280,105,2840.0,5470,2017,0
17724,0,3,1.75,1340.0,1.5,0,1,7,1340.0,0,99,1650.0,2805,2016,0
17725,1,2,1.5,1400.0,2.0,0,1,7,1400.0,0,78,1470.0,3920,2016,0
17726,0,4,2.75,3030.0,1.0,0,3,8,1680.0,1350,59,2060.0,110957,2017,0
17727,1,3,2.5,3200.0,1.0,0,1,10,3200.0,0,18,3200.0,203425,2017,0
17728,0,4,1.5,1580.0,1.0,0,3,7,1030.0,550,63,1520.0,7000,2016,0
17729,1,2,1.0,2120.0,1.0,0,3,7,1060.0,1060,95,1900.0,4462,2017,0
17730,1,2,1.0,1640.0,1.0,0,3,7,1040.0,600,81,1780.0,5040,2017,0
17731,0,3,2.25,1890.0,1.0,0,1,8,1520.0,370,41,1830.0,7980,2016,0
17732,1,4,2.0,1710.0,1.5,0,3,7,1710.0,0,111,1710.0,3812,2017,0
17733,0,2,2.0,1140.0,1.0,0,1,6,1140.0,0,94,1650.0,9000,2017,8
17734,1,4,3.0,2720.0,2.0,0,4,8,1800.0,920,99,1940.0,4001,2017,0
17735,0,2,1.75,1650.0,1.0,0,3,7,950.0,700,71,1060.0,4110,2017,0
17736,0,3,1.75,1790.0,1.0,0,3,8,1330.0,460,39,1970.0,8097,2017,0
17737,0,4,1.75,1680.0,1.5,0,1,7,1680.0,0,70,950.0,7425,2017,0
17738,0,3,1.75,2200.0,1.0,0,3,7,1250.0,950,54,2200.0,9825,2017,0
17739,0,2,1.0,830.0,1.0,0,1,6,830.0,0,77,1050.0,5100,2016,0
17740,0,2,1.0,770.0,1.0,0,1,7,770.0,0,75,1390.0,4800,2017,0
17741,1,4,2.5,3280.0,2.0,0,1,10,3280.0,0,17,3110.0,7570,2017,0
17742,1,3,3.25,2080.0,2.0,0,3,8,1220.0,860,34,2680.0,6518,2017,0
17743,1,4,2.5,2790.0,2.0,0,3,9,2790.0,0,29,2750.0,35290,2017,0
17744,1,5,3.5,4150.0,2.0,0,1,10,4150.0,0,12,3840.0,15121,2016,0
17745,0,3,2.25,1780.0,2.0,0,1,7,1780.0,0,31,1510.0,7625,2017,0
17746,0,4,1.75,1460.0,1.0,0,3,7,1460.0,0,51,1820.0,9840,2016,0
